Ղազար,male
Ղազարոս,male
Ղեւոնդ,male
Ղուկաս,male
Մանվել,male
Մասիս,male
Մատթեոս,male
Մարատ,male
Մարգար,male
Մարկ,male
Մարտին,male
Մարտիրոս,male
Մելքոն,male
Մեսրոպ,male
Մերուժան,male
Միքայել,male
Մխիթար,male
Մկրտիչ,male
Մկրտում,male
Մովսես,male
Նաթան,male
Նաիրի,male
Նարեկ,male
Նարիման,male
Ներսես,male
Նշան,male
Նվեր,male
Շապուհ,male
Շաքար,male
Ոստանիկ,male
Պարույր,male
Պետրոս,male
Պերճ,male
Պողոս,male
Ջիվան,male
Ռաֆայել,male
Ռոբերտ,male
Սահակ,male
Սամվել,male
Սանասար,male
Սանատրուկ,male
Սարգիս,male
Սարիբեկ,male
Սարո,male
Սեդրակ,male
Սեթ,male
Սեպուհ,male
Սերգեյ,male
Սերժ,male
Սերոբ,male
Սիմոն,male
Սիսակ,male
Սմբատ,male
Սողոմոն,male
Սոս,male
Ստեփան,male
Սրապիոն,male
Սուրեն,male
Վազգեն,male
Վահագն,male
Վահան,male
Վահե,male
Վահրամ,male
Վաղարշ,male
Վաղարշակ,male
Վաղինակ,male
Վաչե,male
Վասակ,male
Վասիլ,male
Վարազդատ,male
Վարդան,male
Վարդգես,male
Վարշամ,male
Վարուժան,male
Վիգեն,male
Վլադիմիր,male
Վլադիսլավ,male
Վլադլեն,male
Վռամ,male
Վռամշապուհ,male
Վրեժ,male
Վրթանես,male
Վրույր,male
Տաճատ,male
Տարոն,male
Տիգրան,male
Տիմոթեոս,male
Տիրան,male
Տրդատ,male
Րաֆֆի,male
Ցոլակ,male
Փայլակ,male
Փիլիպպոս,male
Քերոբ,male
Օհան,male
Աետիոս,male
Աթանաս,male
Ալեքսանդր,male
Ալկիբիադես,male
Անաստաս,male
Անտիոքոս,male
Անտիսթենես,male
Արիոս,male
Արկադիոս,male
Արսեն,male
Արքիմեդ,male
Դեմոսթենես,male
Դիոգենես,male
Դիոնիսիոս,male
Եվգենիոս,male
Եվսեբիոս,male
Զեւքսիս,male
Հերակլ,male
Հիպոկրատ,male
Հարուն,male
Ավգուստ,male
Գոտֆրիդ,male
Հայնրիխ,male
Վիլհելմ,male
Ադրիանոս,male
Անկոս,male
Ապպիանոս,male
Ապպիոս,male
Ավգուստինոս,male
Բոնիֆացիոս,male
Դեսիդերիոս,male
Դոմինիկոս,male
Իգնատիոս,male
Հոնորիոս,male
Օկտավիանոս,male
Հազկերտ,male
Բաթու,male
Համիլկար,male
Հաննիբալ,male
Հասդրուբալ,male
Աբրամ,male
Անատոլի,male
Անտոնի,male
Արկադի,male
Արսենի,male
Աֆանասի,male
Գավրիլ,male
Գրգիգորի,male
Դանիիլ,male
Ելիսեյ,male
Եվգենի,male
Երեմեյ,male
Եֆրեմ,male
Զախար,male
Զախարի,male
Իգնատի,male
Իլյա,male
Իվան,male
Վալերիան,male
Վասիլի,male
Վենիամին,male
Hayk,male
Karen,male
Mkhitar,male
Vahagn,male
Varuzhan,male
Adán,male
Alexandru,male
Inaciu,male
Llucas,male
Marcos,male
Matéu,male
Pedru,male
Xaime,male
Xicu,male
Xosepe,male
Xosué,male
Xuan,male
Xurde,male
Eldar,male
Айҙар,male
Йәүҙәт,male
Ринат,male
Ришат,male
Сыңғыҙ,male
Талғат,male
Тәлғәт,male
Урал,male
Хәсән,male
Юлай,male
Азамат,male
Вилдан,male
Дауыт,male
Даян,male
Заһир,male
Ибраһим,male
Ильяс,male
Йосоп,male
Йәмил,male
Муса,male
Мәхмүт,male
Ниғмәт,male
Ниғмәтулла,male
Рифҡәт,male
Рәмил,male
Рәүеф,male
Салауат,male
Сәйет,male
Сәғит,male
Талха,male
Уйылдан,male
Яҡуп,male
Ғайса,male
Ғүмәр,male
Ғәли,male
Ғөбәйҙулла,male
Әнүәр,male
Алмас,male
Бикбулат,male
Булат,male
Рөстәм,male
Иҙел,male
Abundi,male
Adolba,male
Aitor,male
Ander,male
Eneko,male
Gorka,male
Iker,male
Julen,male
Mikel,male
Unai,male
Xabier,male
আসিফ,male
তানভির,male
মাজেদুর,male
রিচার্ড,male
শামসুর,male
সালমান,male
আজিজ,male
আহ্মেদ,male
সাইদ,male
Arzur,male
Борис,male
Димитър,male
Иван,male
Aaró,male
Aaron,male
Abelard,male
Abraham,male
Absaló,male
Abundi,male
Adalbert,male
Adam,male
Adrià,male
Alaric,male
Albà,male
Albí,male
Aleix,male
Àlvar,male
Àngel,male
Antoni,male
Arnau,male
Artur,male
Blai,male
Carles,male
Cecili,male
Conrad,male
Dari,male
Dionís,male
Emili,male
Enric,male
Felip,male
Ferran,male
Francés,male
Francesc,male
Fructuós,male
Germà,male
Gonçal,male
Guillem,male
Guiu,male
Ignasi,male
Israel,male
Joan,male
Jordi,male
Josep,male
Josep Maria,male
Lleó,male
Lluc,male
Lluís,male
Macedoni,male
Màrius,male
Martí,male
Miquel,male
Octavi,male
Òscar,male
Pau,male
Pere,male
Pol,male
Pompeu,male
Pròsper,male
Prudenci,male
Prudencià,male
Quirze,male
Rafael,male
Ramir,male
Raül,male
Reginald,male
Ricard,male
Robert,male
Roc,male
Rubèn,male
Sergi,male
Simó,male
Teodor,male
Tomàs,male
Vicenç,male
Vicent,male
Xavier,male
Cesc,male
Xavi,male
Alexandre,male
Mussa,male
Marc,male
Víctor,male
Mussa,male
گەنج,male
ئەحمەد,male
Itzcoatl,male
Juan,male
Moteuczoma,male
Nezahualpilli,male
ܐܝܣܘܢ,male
ܐܦܪܝܡ,male
ܚܢܢ,male
ܝܘܚܢܢ,male
ܝܘܣܦ,male
ܟܐܦܐ,male
ܡܬܝ,male
ܣܒܐ,male
ܣܢܚܪܝܒ,male
ܦܛܪܘܣ,male
ܦܦܐ,male
ܫܡܥܘܢ,male
ܢܪܣܝ,male
Abdon,male
Abrahám,male
Adam,male
Adolf,male
Ahasver,male
Alan,male
Albert,male
Alexandr,male
Alexej,male
Aleš,male
Alois,male
Ambrož,male
Andrej,male
Antonín,male
Arnošt,male
Artur,male
Augustýn,male
Barnabáš,male
Bartoloměj,male
Bedřich,male
Benedikt,male
Benjamín,male
Bernard,male
Blahoslav,male
Blažej,male
Bohdan,male
Bohumil,male
Bohumír,male
Bohuslav,male
Boleslav,male
Bonifác,male
Boris,male
Bořek,male
Bořivoj,male
Bronislav,male
Bruno,male
Břetislav,male
Ctibor,male
Ctirad,male
Cyril,male
Dalibor,male
Dalimil,male
Daniel,male
David,male
Dobroslav,male
Dominik,male
Drahoslav,male
Dušan,male
Eduard,male
Emanuel,male
Emil,male
Erik,male
Evžen,male
Felix,male
Ferdinand,male
Filip,male
František,male
Gabriel,male
Gustav,male
Hanuš,male
Havel,male
Herbert,male
Heřman,male
Horymír,male
Hubert,male
Hugo,male
Hynek,male
Ignác,male
Igor,male
Ilja,male
Ivan,male
Ivo,male
Izák,male
Jáchym,male
Jakub,male
Jan,male
Jarmil,male
Jaromír,male
Jaroslav,male
Jeroným,male
Jindřich,male
Jiří,male
Jonáš,male
Josef,male
Julius,male
Kamil,male
Karel,male
Kazimír,male
Kašpar,male
Klement,male
Kristián,male
Kryštof,male
Kvido,male
Květoslav,male
Ladislav,male
Leoš,male
Libor,male
Lubomír,male
Lubor,male
Luboš,male
Ludvík,male
Luděk,male
Lukáš,male
Lumír,male
Marcel,male
Marek,male
Marián,male
Martin,male
Matouš,male
Matěj,male
Maxim,male
Maxmilián,male
Medard,male
Metoděj,male
Michal,male
Mikuláš,male
Milan,male
Miloš,male
Miroslav,male
Mojmír,male
Nikola,male
Norbert,male
Oldřich,male
Oleg,male
Oliver,male
Ondřej,male
Oskar,male
Otakar,male
Otmar,male
Oto,male
Pankrác,male
Patrik,male
Pavel,male
Petr,male
Pravoslav,male
Prokop,male
Přemysl,male
Radan,male
Radek,male
Radim,male
Radomír,male
Radoslav,male
Radovan,male
René,male
Richard,male
Robert,male
Robin,male
Roland,male
Roman,male
Rostislav,male
Rudolf,male
Samuel,male
Sáva,male
Servác,male
Silvestr,male
Slavoj,male
Slavomír,male
Soběslav,male
Stanislav,male
Svatoslav,male
Tadeáš,male
Teodor,male
Tibor,male
Tomáš,male
Václav,male
Valdemar,male
Valentýn,male
Vavřinec,male
Vendelín,male
Viktor,male
Vilém,male
Vincenc,male
Vít,male
Vítězslav,male
Vladan,male
Vladimír,male
Vladislav,male
Vlastimil,male
Vlastislav,male
Vojtěch,male
Vratislav,male
Věnceslav,male
Věroslav,male
Záviš,male
Zbyněk,male
Zbyšek,male
Zdeněk,male
Zikmund,male
Čeněk,male
Čestmír,male
Řehoř,male
Šimon,male
Štefan,male
Štěpán,male
Adolfek,male
Adámek,male
Alánek,male
Damek,male
Davídek,male
Dušánek,male
Honza,male
Ondra,male
Áďa,male
Ivans,male
Jans,male
Mareks,male
Romans,male
Vladislavs,male
Aage,male
Absalon,male
Adam,male
Adolf,male
Adrian,male
Aksel,male
Albert,male
Alex,male
Alexander,male
Alf,male
Alfred,male
Allan,male
Anders,male
Andreas,male
Anker,male
Anton,male
Arne,male
Arnold,male
Aron,male
Arthur,male
Arvid,male
Asbjørn,male
Asger,male
Aske,male
Asmus,male
August,male
Axel,male
Bastian,male
Bendt,male
Benjamin,male
Benny,male
Bent,male
Bernhard,male
Bernt,male
Bertel,male
Berthel,male
Bertram,male
Birger,male
Bjarke,male
Bjarne,male
Bjørn,male
Bo,male
Boje,male
Boye,male
Brian,male
Bruno,male
Bøje,male
Børge,male
Carl,male
Carsten,male
Casper,male
Chresten,male
Chris,male
Christen,male
Christian,male
Christoffer,male
Christopher,male
Claus,male
Dan,male
Daniel,male
Danni,male
Danny,male
David,male
Dennis,male
Ditlev,male
Ebbe,male
Edmund,male
Edvard,male
Edvin,male
Egon,male
Eigil,male
Ejgil,male
Ejnar,male
Ejner,male
Ejvind,male
Elias,male
Elmer,male
Elo,male
Emanuel,male
Emil,male
Erik,male
Erland,male
Erling,male
Ernst,male
Esajas,male
Esben,male
Eskild,male
Evald,male
Felix,male
Ferdinand,male
Filip,male
Finn,male
Flemming,male
Frands,male
Frank,male
Frans,male
Freddy,male
Frede,male
Frederik,male
Frithiof,male
Frithjof,male
Frits,male
Frode,male
Gabriel,male
Georg,male
Gerhard,male
Germund,male
Gert,male
Gorm,male
Gotfred,male
Gregers,male
Gunder,male
Gunnar,male
Gunner,male
Gustav,male
Hans,male
Harald,male
Hardy,male
Harry,male
Helge,male
Helmer,male
Hemming,male
Henning,male
Henrik,male
Henry,male
Herman,male
Hjalmar,male
Hjalte,male
Holger,male
Hugo,male
Ib,male
Immanuel,male
Ingolf,male
Isak,male
Ivan,male
Ivar,male
Iver,male
Jack,male
Jacob,male
Jakob,male
James,male
Jan,male
Jannick,male
Jannik,male
Janus,male
Jens,male
Jeppe,male
Jeremias,male
Jes,male
Jesper,male
Jim,male
Jimmi,male
Jimmy,male
Joachim,male
Joakim,male
Joel,male
Johan,male
Johannes,male
John,male
Johnny,male
Jon,male
Jonas,male
Jonatan,male
Jonathan,male
Josef,male
Jul,male
Julian,male
Julius,male
Just,male
Jørgen,male
Jørn,male
Kai,male
Kaj,male
Kaleb,male
Karl,male
Karsten,male
Kasper,male
Keld,male
Ken,male
Kenneth,male
Kent,male
Kevin,male
Kim,male
Kjeld,male
Klaus,male
Knud,male
Kresten,male
Kristen,male
Kristian,male
Kristoffer,male
Kurt,male
Lage,male
Lars,male
Lasse,male
Lau,male
Lauge,male
Laurids,male
Laurits,male
Lauritz,male
Laurs,male
Laust,male
Lave,male
Leif,male
Lennart,male
Leo,male
Leon,male
Liam,male
Loke,male
Lucas,male
Ludvig,male
Lukas,male
Lykke,male
Mads,male
Magnus,male
Malte,male
Malthe,male
Marc,male
Marcus,male
Marinus,male
Marius,male
Mark,male
Markus,male
Martin,male
Mathias,male
Mathies,male
Matthias,male
Matthæus,male
Max,male
Michael,male
Mikael,male
Mike,male
Mikkel,male
Mogens,male
Morten,male
Mourits,male
Nichlas,male
Nick,male
Nicki,male
Nicklas,male
Nicolai,male
Nicolaj,male
Niels,male
Niklas,male
Nikolai,male
Nikolaj,male
Nilas,male
Nils,male
Nis,male
Noah,male
Olaf,male
Olav,male
Ole,male
Oliver,male
Oluf,male
Orla,male
Oscar,male
Oskar,male
Osvald,male
Otto,male
Ove,male
Palle,male
Patrick,male
Paul,male
Paulus,male
Paw,male
Peder,male
Per,male
Peter,male
Philip,male
Phillip,male
Poul,male
Povl,male
Preben,male
Rasmus,male
Rene,male
René,male
Richard,male
Robert,male
Robin,male
Rolf,male
Ronald,male
Ronni,male
Ronnie,male
Rune,male
Samuel,male
Sebastian,male
Severin,male
Sigfred,male
Sigurd,male
Silas,male
Simon,male
Sofus,male
Sonny,male
Sophus,male
Steen,male
Stefan,male
Steffen,male
Sten,male
Stephan,male
Steven,male
Stig,male
Storm,male
Sune,male
Svend,male
Søren,male
Tage,male
Teddy,male
Theis,male
Theodor,male
Thomas,male
Thor,male
Thorbjørn,male
Thorkild,male
Thorvald,male
Thyge,male
Tim,male
Tobias,male
Toke,male
Tom,male
Tomas,male
Tommy,male
Tonni,male
Tonny,male
Tony,male
Torben,male
Torkild,male
Torsten,male
Troels,male
Tue,male
Uffe,male
Ulf,male
Ulrik,male
Vagn,male
Valdemar,male
Valentin,male
Verner,male
Victor,male
Vidar,male
Viggo,male
Viktor,male
Vilhelm,male
Villads,male
Villy,male
William,male
Willy,male
Wolfgang,male
Zacharias,male
Zakarias,male
Nisse,male
Pelle,male
Ruben,male
Hanss,male
Henriks,male
Jans,male
Aad,male
Aadje,male
Aalbert,male
Aalbrecht,male
Aalderik,male
Aaldert,male
Aaldrik,male
Aalrik,male
Aard,male
Aardse,male
Aäron,male
Aart,male
Aat,male
Abe,male
Abel,male
Abeltje,male
Abraham,male
Acco,male
Achiel,male
Ad,male
Adaemkin,male
Adalmar,male
Adelmar,male
Adelwijn,male
Adelwin,male
Adolf,male
Adri,male
Adriaan,male
Adrie,male
Albert,male
Aldemar,male
Alex,male
Alfons,male
Almar,male
Alonso,male
Alonzo,male
André,male
Andreas,male
Andries,male
Arend,male
Arie,male
Armando,male
Arnoud,male
Arnout,male
Arthur,male
Basiel,male
Bastiaan,male
Bert,male
Bo,male
Boudewijn,male
Bram,male
Christiaan,male
Christoffel,male
Constantijn,male
Cor,male
Cornelis,male
Daan,male
Daas,male
Daniel,male
Daniël,male
David,male
Dirk,male
Eduard,male
Evert,male
Folkert,male
Francis,male
Frans,male
Gerard,male
Gerardus,male
Gerrit,male
Gert,male
Gijs,male
Gustaaf,male
Hans,male
Harm,male
Hendrick,male
Herman,male
Jaap,male
Jacob,male
Jacobus,male
Jakob,male
Jan,male
Jeroen,male
Joachim,male
Jochem,male
Johan,male
Johannes,male
Joost,male
Joris,male
Karel,male
Kees,male
Koenraad,male
Lieven,male
Lodewijk,male
Louis,male
Lucas,male
Luk,male
Maarten,male
Mark,male
Martijn,male
Martinus,male
Maurits,male
Maximiliaan,male
Menno,male
Michel,male
Nicolaas,male
Ollie,male
Peter,male
Piet,male
Pieter,male
Pim,male
Pol,male
Renaat,male
Rik,male
Rinus,male
Rogier,male
Romaan,male
Ruud,male
Samuel,male
Sander,male
Sanne,male
Sebastiaan,male
Sieme,male
Sjaak,male
Stefan,male
Theo,male
Thijs,male
Thomas,male
Tijn,male
Timo,male
Tom,male
Tonny,male
Wiebrand,male
Willem,male
Wim,male
Wouder,male
Wouter,male
Steven,male
Wieb,male
Abdel,male
Abdoel,male
Abdoella,male
Abdoulla,male
Achmad,male
Achmed,male
Ali,male
Hendrik,male
Atte,male
Hylke,male
jntf,male
rˤmss,male
snbj,male
ḥtp,male
ḫw,male
ḫwfw,male
Ace,male
Achaius,male
Ade,male
Albie,male
Alek,male
Angelos,male
Ararat,male
Batu,male
Beau,male
Becher,male
Billy Bob,male
Bronte,male
Buck,male
Burt,male
Buster,male
Cary,male
Cathal,male
Channing,male
Cheyenne,male
Chubi,male
Clovis,male
Darnell,male
Delonte,male
Denison,male
Dickson,male
Dock,male
Dusty,male
Elazar,male
Elgan,male
Elvin,male
Enobakhare,male
Ephraim,male
Gayle,male
Gray,male
Gujar,male
Heath,male
Holden,male
Hyrum,male
Ingram,male
Irusha,male
Irvin,male
Jarrick,male
Jermain,male
Jonty,male
Khan,male
Kwame,male
Maddox,male
Marlon,male
Mehmed,male
Mehmet,male
Michael,male
Min,male
Ming,male
Murad,male
Narses,male
Nedward,male
Nico,male
Oghenewome,male
Omobono,male
Orson,male
Porter,male
Ringo,male
Rio,male
Rollie,male
Rudyard,male
Saint-John,male
Sander,male
Saviour,male
Septimus,male
Shepherd,male
Sora,male
Tagesa,male
Tai,male
Tecumseh,male
Thom,male
Truman,male
Tyrell,male
Ug,male
Val,male
Vikram,male
Wolfgang,male
Yeardley,male
Zenone,male
Zolten,male
拉斐尔,male
Ab,male
Abbey,male
Abby,male
Abe,male
Abey,male
Abie,male
Addy,male
Adie,male
Al,male
Alec,male
Aleck,male
Alf,male
Alfie,male
Alfy,male
Allie,male
Ally,male
Ambers,male
Andy,male
Ant,male
Archie,male
Arfie,male
Arnie,male
Art,male
Artie,male
Arty,male
Augie,male
Barney,male
Bart,male
Batt,male
Baz,male
Bazza,male
Ben,male
Benji,male
Benjie,male
Benjy,male
Bennie,male
Benno,male
Benny,male
Bernie,male
Bert,male
Bertie,male
Bill,male
Billy,male
Bob,male
Bobbie,male
Bobby,male
Brad,male
Bri,male
Brose,male
Cal,male
Cam,male
Camp,male
Chad,male
Chance,male
Charley,male
Charlie,male
Chas,male
Chet,male
Chip,male
Chris,male
Christie,male
Chuck,male
Chuckie,male
Chucky,male
Clay,male
Clem,male
Cliff,male
Clint,male
Coll,male
Con,male
Curt,male
Cy,male
Dan,male
Dani,male
Dannie,male
Danno,male
Danny,male
Dave,male
Davey,male
Davie,male
Davo,male
Davy,male
Deano,male
Del,male
Den,male
Denny,male
Des,male
Dick,male
Dickey,male
Dickie,male
Dickon,male
Dicky,male
Dom,male
Don,male
Donnie,male
Donny,male
Dore,male
Doug,male
Dougie,male
Dougo,male
Drew,male
Dunky,male
Ebbie,male
Ed,male
Eddie,male
Eddy,male
Elbie,male
Elsie,male
Ernie,male
Fran,male
Frank,male
Frankie,male
Fred,male
Freddie,male
Freddy,male
Gabby,male
Gabe,male
Gav,male
Gaz,male
Gazza,male
Ged,male
Gene,male
Geoff,male
Geordie,male
Georgie,male
Gerry,male
Gil,male
Gord,male
Gordie,male
Gordo,male
Gordy,male
Greg,male
Gregg,male
Gus,male
Hal,male
Hank,male
Harry,male
Herb,male
Herbie,male
Hick,male
Howie,male
Huey,male
Huffie,male
Hughie,male
Ike,male
Izzy,male
Jace,male
Jack,male
Jackie,male
Jacko,male
Jacky,male
Jak,male
Jake,male
Jamie,male
Jas,male
Jase,male
Jay,male
Jazz,male
Jeb,male
Jed,male
Jeff,male
Jeffy,male
Jem,male
Jerry,male
Jess,male
Jez,male
Jezza,male
Jim,male
Jimbo,male
Jimi,male
Jimmer,male
Jimmie,male
Jimmy,male
Jo,male
Jock,male
Jody,male
Joe,male
Joey,male
Joh,male
Johnnie,male
Johnno,male
Johnny,male
Jon,male
Jonty,male
Josh,male
Joss,male
Ken,male
Kenny,male
Kev,male
Kip,male
Kit,male
Kris,male
Lafe,male
Larry,male
Laurie,male
Law,male
Lawrie,male
Lee,male
Len,male
Lenny,male
Les,male
Lex,male
Lez,male
Link,male
Lonnie,male
Lou,male
Louie,male
Mac,male
Mack,male
Mannie,male
Manny,male
Markie,male
Marky,male
Marty,male
Marv,male
Mat,male
Matt,male
Matty,male
Maxie,male
Maxy,male
Mel,male
Merry,male
Merv,male
Mick,male
Mickey,male
Micky,male
Mike,male
Mikey,male
Mitch,male
Mo,male
Moe,male
Moishy,male
Mons,male
Monty,male
Mort,male
Mossie,male
Nando,male
Nat,male
Nate,male
Ned,male
Nick,male
Nicky,male
Nobby,male
Norm,male
Ollie,male
Ozzie,male
Paddy,male
Pat,male
Patsy,male
Paulie,male
Pauly,male
Perry,male
Pete,male
Petey,male
Phil,male
Pip,male
Rabbie,male
Rae,male
Randy,male
Ray,male
Reg,male
Reggie,male
Rich,male
Richie,male
Richy,male
Rick,male
Rickey,male
Ricki,male
Rickie,male
Ricky,male
Rob,male
Robbie,male
Robbo,male
Robby,male
Rocky,male
Rod,male
Rodders,male
Roddy,male
Rog,male
Ron,male
Ronnie,male
Ronny,male
Rube,male
Rudy,male
Russ,male
Sal,male
Sambo,male
Sammie,male
Sammy,male
Sams,male
Sandy,male
Sawney,male
Scottie,male
Scotty,male
Seb,male
Shloime,male
Shug,male
Si,male
Sid,male
Sim,male
Sol,male
Spence,male
Stan,male
Steenie,male
Steve,male
Stevie,male
Stew,male
Stewie,male
Stu,male
Sy,male
Syd,male
Tad,male
Ted,male
Teddie,male
Teddy,male
Terry,male
Thad,male
Tim,male
Timmo,male
Timmy,male
Todger,male
Tom,male
Tommy,male
Tony,male
Trev,male
Ty,male
Val,male
Van,male
Vic,male
Vick,male
Vin,male
Vince,male
Vinnie,male
Vinny,male
Wally,male
Walt,male
Wat,male
Wes,male
Wilf,male
Will,male
Willie,male
Willy,male
Winnie,male
Woody,male
Xan,male
Xav,male
Zac,male
Zach,male
Zack,male
Zak,male
Zeb,male
Zeke,male
Wanda,male
Adonis,male
Aegidius,male
Aeneas,male
Aeschylus,male
Agesilaus,male
Alcibiades,male
Alex,male
Alexander,male
Alexiares,male
Alexis,male
Alexius,male
Ambrose,male
Anastasius,male
Anatole,male
Anatolius,male
Andreas,male
Andrew,male
Angel,male
Angelo,male
Angelus,male
Antiochus,male
Antisthenes,male
Arcadius,male
Aristarchus,male
Arius,male
Athanasius,male
Basil,male
Bastian,male
Christian,male
Christopher,male
Claus,male
Colin,male
Collin,male
Cosmas,male
Cosmo,male
Croesus,male
Cyril,male
Damian,male
Damien,male
Damon,male
Demetrius,male
Demosthenes,male
Denis,male
Dennis,male
Denys,male
Diogenes,male
Dion,male
Dionysius,male
Dorian,male
Eneas,male
Erasmus,male
Erastus,male
Euclid,male
Eugene,male
Eugenius,male
Euripides,male
Eusebius,male
Eustace,male
Galen,male
George,male
Giles,male
Gregor,male
Gregory,male
Hector,male
Hectour,male
